ICO;DAT_OD;DAT_DO;POC_MESICU;AKTIVACELK;OBEZNAA;Z;VLASTNIJM;HVML;KZ;KBU;TZPZ;TZPVVAS;ZCPIMM;PROVHOSPV;
"IÈ firmy";"Zaèátek období";"Konec období";"Poèet mìsícù úèetní závìrky";"Aktiva celkem - tis. Kè";"Obìžná aktiva - tis. Kè";"Zásoby - tis. Kè";"Vlastní kapitál - tis. Kè";"Výsledek hospodaøení minulých let - tis. Kè";"Krátkodobé závazky - tis. Kè";"Krátkodobé bankovní úvìry - tis. Kè";"Tržby za prodej zboží - tis. Kè";"Tržby za prodej vlastních výrobkù a služeb - tis. Kè";"Zùstatková cena prodaného dlouhodobého majetku a materiálu - tis. Kè";"Provozní výsledek hospodaøení - tis. Kè";
"28336623";20120101;20121231;"12";2721;2715;1410;-1584;-199;4188;;8282;;;-1570;
"28336623";20110101;20111231;"12";1;1;;1;-199;;;;;;;
"28336623";20100101;20101231;"12";1;1;;1;-196;;;;;;;
"28336623";20090409;20091231;"9";4;4;;4;;;;;46;;-193;
"14705192";20130101;20131231;"12";15849;12246;3372;10947;9561;2278;;;22294;;1257;
"14705192";20120101;20121231;"12";14344;10770;3373;9978;10287;2227;;;23321;;-737;
"14705192";20110401;20111231;" 9";14653;10807;3910;10704;9963;2703;;;16059;;647;
"14705192";20100401;20110331;"12";13014;9324;3649;10263;9229;2104;;;18596;;836;
"14705192";20090401;20100331;"12";12086;8310;3825;9799;10034;2247;;;16713;;-419;
"14705192";20080401;20090331;"12";13513;9391;3169;10605;10963;2752;;;32840;;-612;
"28124367";20130101;20131231;"12";8807;8678;;6120;2274;2175;450;6521;13195;;4524;
"28124367";20120101;20121231;"12";5744;5394;;2494;1322;3145;;3670;12785;;1293;
"28124367";20110101;20111231;"12";3841;3284;;1542;232;2164;;1120;9776;;1410;
"28124367";20100617;20101231;"7";1958;1957;;452;;1498;;32;3072;;328;
"49813994";20120101;20121231;"12";11617;5201;593;11052;6701;397;;2927;1639;;113;
"49813994";20110101;20111231;"12";12090;10899;559;11008;5085;833;;3905;1014;102;1918;
"49813994";20100101;20101231;"12";11268;9718;616;9337;2803;1725;;12775;448;70;2879;
"49813994";20090101;20091231;"12";9440;7260;653;7055;2354;2170;;9476;828;348;607;
"49813994";20080101;20081231;"12";8325;4750;729;6551;1480;1606;;7363;1590;;1266;
"42937400";20130101;20131231;"12";427555;294120;118435;352154;316358;52044;22700;512187;9139;64;25828;
"42937400";20120101;20121231;"12";452115;315648;105859;385892;296306;42563;10800;551928;7184;79;46908;
"42937400";20110101;20111231;"12";432133;279803;112214;371598;292683;49058;9600;556019;5981;262;44596;
"42937400";20100101;20101231;"12";392078;246938;91564;341607;279588;48827;;525933;4339;10;34662;
"42937400";20090101;20091231;"12";352598;237793;78369;317048;262121;35161;;407877;2884;637;23569;
"42937400";20080101;20081231;"12";329348;230568;90266;293568;230115;33801;;507197;2229;;38533;
"26956594";20130101;20131231;"12";7676;3063;757;5858;3405;680;;56;11715;;315;
"26956594";20120101;20121231;"12";9771;5242;760;6026;3569;889;;;14362;;2737;
"26956594";20110101;20111231;"12";8401;3685;780;3788;2596;2157;;18;10269;;1222;
"26956594";20100101;20101231;"12";6416;2633;1388;2817;2525;1934;;;7888;;132;
"26956594";20090101;20091231;"12";5803;5212;918;2745;2606;3058;;287;10334;;-86;
"26956594";20080101;20081231;"12";4771;3933;1615;2827;2567;1944;;;9054;;62;
"29240859";20120101;20121231;"12";454;218;41;70;-177;378;;;1265;;24;
"29240859";20110101;20111231;"12";442;127;51;25;-73;415;;;871;;-166;
"29240859";20100915;20101231;"4";281;6;;129;;152;;;;;-72;
"26768747";20100101;20101231;"12";1187;1187;;-302;-443;1387;102;;1056;112;-38;
"26768747";20090101;20091231;"12";1254;938;195;-233;-426;1394;93;;1136;;-14;
"26768747";20080101;20081231;"12";3323;2844;195;-216;-2390;3426;113;531;3053;;2009;
"29256330";20120101;20121231;"12";9971;8699;;286;68;9685;;62906;906;;362;
"29256330";20110101;20111231;"12";2844;2844;;278;;2261;;34048;;;612;
"27746054";20110101;20111231;"12";1854;1882;;338;-5;1460;;;2275;;147;
"27746054";20100101;20101231;"12";270;257;;195;-5;;;;;;;
"60875577";20120401;20130331;"12";45138;20224;6667;5483;19486;25427;8600;62;47404;1877;-13385;
"60875577";20110101;20111231;"12";59429;37535;12810;19465;18859;18757;19000;6822;54452;;1534;
"60875577";20100101;20101231;"12";73453;50349;16616;18834;11590;28909;21212;17742;61690;135;7937;
"60875577";20090101;20091231;"12";63495;35449;14481;11602;23605;29039;18639;5914;42825;61;-11120;
"60875577";20080101;20081231;"12";82543;52248;9079;23692;19684;37885;15000;5417;149409;38;6826;
"28296150";20120101;20121231;"12";181;179;39;-122;-328;303;;;30;;8;
"28296150";20110101;20111231;"12";178;176;55;-128;-299;306;;;60;;-26;
"28296150";20100101;20101231;"12";200;196;100;-100;-284;300;;;30;;-14;
"28859880";20130101;20131231;"12";95216;62944;10545;26945;;22850;3000;;61461;16148;1417;
"47718129";20120101;20121231;"12";46672;42103;6511;27070;4475;18382;;166803;117833;;26607;
"47718129";20110101;20111231;"12";55762;48910;4026;29087;12685;21077;;174207;118989;;17824;
"47718129";20100101;20101231;"12";58458;50966;3659;38810;8339;8961;;65207;160898;;36245;
"47718129";20090101;20091231;"12";49782;40400;623;37713;16078;6712;;74081;113491;;26374;
"47718129";20080101;20081231;"12";49397;43209;4265;22762;7579;22664;;133691;110058;;18700;
"29110718";20120101;20121231;"12";3475;3475;;1265;-47;2210;;;597;;-106;
"29110718";20110101;20111231;"12";1119;1119;;1053;;66;;;;;-61;
"27374149";20110101;20111231;"12";413;56;;108;-90;305;;;;;-2;
"27374149";20100101;20101231;"12";415;58;;109;-87;306;;;;;-3;
"27374149";20090101;20091231;"12";420;63;;113;-78;307;;;;;-7;
"27374149";20080101;20081231;"12";424;67;;122;-73;302;;;;;-4;
"28809271";20130101;20131231;"12";5016;1839;872;812;-431;2203;;4497;;;399;
"28809271";20120101;20121231;"12";2497;803;346;-231;-471;2313;160;3515;2218;;108;
"28809271";20110101;20111231;"12";1903;1234;387;-271;-375;1714;120;2430;723;;-76;
"28809271";20101124;20101231;" 2";479;465;211;-175;;655;;89;;;-375;
"28969685";20130101;20131231;"12";10944;10466;;6032;2046;4910;;;21288;;4871;
"28969685";20120101;20121231;"12";6110;5926;;2246;363;3857;;;15879;;2181;
"28969685";20110101;20111231;"12";4085;4085;;564;58;3524;;;7361;;442;
"28969685";20100101;20101231;"12";1589;1589;;258;-7;1331;;;2979;;87;
"28969685";20091008;20091231;"3";193;193;;193;;;;;;;-7;
"24310174";20130101;20131231;"12";52317;48089;14388;1635;-4971;45169;;138165;1953;;49;
"24310174";20120604;20121231;" 7";41333;35916;14767;3229;;35589;;54250;352;;-4595;
"29366411";20130101;20131231;"12";1010;962;732;247;13;363;;;1693;;69;
"29366411";20120814;20121231;" 5";672;490;;214;;458;;;369;;19;
"29106907";20130101;20131231;"12";4963;4949;;271;52;4692;;;31266;;55;
"29106907";20120101;20121231;"12";4887;4760;;256;13;4631;;;28198;;74;
"47718111";20130101;20131231;"12";109330;70816;72;103870;67908;2565;;1360;28386;;13516;
"47718111";20120101;20121231;"12";101358;68364;119;96977;39925;1975;;26;28257;293;15249;
"47718111";20110101;20111231;"12";91329;59321;146;80825;33516;5122;;105;28517;139;15045;
"47718111";20100101;20101231;"12";101719;67951;242;76235;34692;20290;;42;28070;454;15652;
"47718111";20090101;20091231;"12";82213;46876;302;61324;43223;6544;;59;27471;155;11794;
"47718111";20080101;20081231;"12";73868;35511;344;54731;337;14250;;66;26748;1655;10942;
"25245945";20130101;20131231;"12";;;;46194;21219;11157;;272;113392;;27765;
"25245945";20120101;20121231;"12";50867;40874;23322;38204;17621;8931;977;957;132426;162;24329;
"25245945";20110101;20111231;"12";68966;57639;38032;38481;26297;25481;1367;380;107553;;13490;
"25245945";20100101;20101231;"12";71100;58817;41445;35050;28364;30967;1327;360;86753;1829;7236;
"25245945";20090101;20091231;"12";66850;55931;35183;29555;21476;28813;1402;1168;88435;;9417;
"25245945";20080101;20081231;"12";45430;34875;18986;22649;10809;12129;1427;306;105295;;14260;
"27784550";20130101;20131231;"12";2369;980;;734;228;1632;;9;;;293;
"27784550";20120101;20121231;"12";3011;1527;21;448;-1145;2559;;;5203;1;1406;
"27784550";20110101;20111231;"12";1709;211;;-925;-843;2395;;;;;-165;
"27784550";20100101;20101231;"12";2247;599;;-554;-180;1776;183;;1058;;-414;
"27784550";20090101;20091231;"12";2229;381;;36;974;850;263;;2164;;-1030;
"29395968";20130101;20131231;"12";1373;1277;102;988;189;385;;3785;145;;757;
"29395968";20120206;20121231;"11";1274;1177;184;399;;875;;3797;275;;272;
"27740773";20130101;20131231;"12";51086;14673;7030;14564;7536;4162;;9071;;2683;8093;
"27740773";20120101;20121231;"12";45529;17613;8098;12714;5867;7069;;24776;;7929;5321;
"27740773";20110101;20111231;"12";38348;17158;8939;9403;3777;9599;;55385;;4496;4405;
"27740773";20100101;20101231;"12";28567;13271;7272;9763;2695;7084;;47173;;708;2652;
"27740773";20090101;20091231;"12";19449;14463;6880;11082;2470;6114;;36455;;;1409;
"27740773";20080101;20081231;"12";10114;6975;2533;6087;532;3978;;42103;89;185;3047;
"60108436";20130101;20131231;"12";11064;9316;4876;8950;2846;757;;;6528;;-205;
"60108436";20120101;20121231;"12";12134;10317;5672;9781;2989;837;;;9016;;608;
"60108436";20110101;20111231;"12";13012;11005;5988;9923;3364;440;;;10614;;308;
"60108436";20100101;20101231;"12";15882;13940;7924;10299;3552;365;56;;12094;;1286;
"60108436";20090101;20091231;"12";16340;14382;7548;10486;3050;1012;42;;10805;;1342;
"60108436";20080101;20081231;"12";16851;14682;8412;9935;2027;1810;106;;13827;;2512;
"26397510";20120101;20121231;"12";23166;11704;2168;9452;3346;12286;7;27516;437;87;7410;
"26397510";20110101;20111231;"12";13755;9488;1715;3566;14;9674;;19788;364;;4495;
"26397510";20100101;20101231;"12";10490;7765;1451;233;2300;10031;;19483;726;;-1269;
"26397510";20090101;20091231;"12";11195;8704;1757;3520;3005;7287;;15497;706;;668;
"26397510";20080101;20081231;"12";7158;5912;2207;3225;2891;3932;;12413;1134;396;748;
"25524194";20120101;20121231;"12";50357;34563;8884;31332;29893;6012;;;49587;;3870;
"25524194";20110101;20111231;"12";39720;31518;9989;30006;27354;7051;;;54756;;3824;
"25524194";20100101;20101231;"12";40691;32608;11429;27467;20560;8601;;;59270;;8701;
"25524194";20090101;20091231;"12";30753;23076;9152;20673;17359;5020;;;50413;;4132;
"25524194";20080101;20081231;"12";27688;19796;8109;17472;11194;4292;;1566;54592;282;8171;
"27489060";20120101;20121231;"12";1404;629;194;344;825;989;71;;8977;;-722;
"27489060";20110101;20111231;"12";2685;1716;177;1045;912;1536;104;;12450;15;11;
"27489060";20100101;20101231;"12";2157;552;86;1132;1667;893;132;;10079;75;-679;
"27489060";20090101;20091231;"12";3280;1693;112;1887;941;1311;82;45;16254;79;948;
"27489060";20080101;20081231;"12";3184;819;258;1082;572;1780;222;36;18464;108;632;
"27478351";20130101;20131231;"12";2942;2883;1220;1988;1647;895;59;7141;133;;186;
"27478351";20110101;20111231;"12";2813;2600;1126;1998;1695;662;153;6693;61;;91;
"27478351";20100101;20101231;"12";2873;2873;1014;1954;1740;919;;6522;;;-17;
"27478351";20090101;20091231;"12";2589;2489;785;1999;1591;590;;5727;;;228;
"27478351";20080101;20081231;"12";2819;2719;984;1849;950;836;134;6129;;;819;
"28175247";20120101;20121231;"12";364065;161391;102074;24480;-73188;57631;98333;162965;222646;12356;8782;
"28175247";20110101;20111231;"12";410808;191634;111624;15395;-49640;91880;101056;165422;246523;9118;9830;
"28175247";20100101;20101231;"12";427780;190032;100323;38943;-61081;70484;96348;111409;309670;8982;17223;
"28175247";20090101;20091231;"12";448176;197134;104460;26900;-62714;73192;85430;79238;377028;1043;20446;
"28175247";20080101;20081231;"12";522173;254488;151019;25086;-41182;110594;100767;81500;415694;2781;27897;
"28793595";20120101;20121231;"12";14229;1472;;741;-927;13036;;;2790;;-179;
"28793595";20110101;20111231;"12";13111;345;;1073;3;11030;;;;;-683;
"28793595";20100505;20101231;"8";14141;2134;;2003;;10955;;;;;9;
"29238480";20130101;20131231;"12";26829;17415;3841;6850;3932;14287;5636;;84375;44;3590;
"29238480";20120101;20121231;"12";17132;13208;1750;4134;1538;6961;6020;;67411;;3625;
"29238480";20110101;20111231;"12";20516;16042;2898;1738;-5;9731;6015;;91440;1064;1873;
"29238480";20100830;20101231;"5";197;197;;195;;2;;;;;-4;
"28676246";20100101;20101231;"12";251;251;;244;46;7;;;;;-2;
"28676246";20090101;20091231;"12";253;253;;245;;8;;81;;;52;
"28617151";20130101;20131231;"12";11473;10472;2198;2807;1882;7907;;;22674;25;1655;
"28617151";20120101;20121231;"12";12696;11702;2724;2102;1193;9979;;;15203;36;698;
"28617151";20110101;20111231;"12";10864;10091;1907;1412;1113;9067;;22740;591;;396;
"29235171";20130101;20131231;"12";36023;25362;7826;4465;49;15152;7179;23435;55751;73;5807;
"29235171";20120101;20121231;"12";25674;18054;4381;258;-727;20301;2858;9373;52623;4;1753;
"29235171";20110101;20111231;"12";23429;20608;7609;-526;-111;20242;3156;7130;51482;;-1037;
"29235171";20100828;20101231;"5";238;107;;89;;149;;;;;-110;
"28631366";20110101;20111231;"12";4075;3844;3226;1321;56;2754;;8519;1;;1232;
"28631366";20100720;20101231;"6";1121;1099;726;256;;864;;1397;;;79;
"00570036";20130101;20131231;"12";165723;142857;51269;135631;127831;25367;;5308;183953;32236;270;
"00570036";20120101;20121231;"12";173017;143515;64378;143854;139247;24113;;3252;193926;45619;1622;
"00570036";20110101;20111231;"12";195593;161408;57393;168166;155467;22329;;3647;180078;59311;6661;
"00570036";20100101;20101231;"12";188699;155367;61949;164620;157777;19238;;968;177033;61031;5015;
"00570036";20090101;20091231;"12";175684;;;161077;171005;9883;;389;154549;42410;-13683;
"00570036";20080101;20081231;"12";203011;161071;66265;174306;197868;22911;;1592;160261;58254;-23541;
"26741334";20130101;20131231;"12";40568;31929;24308;2940;555;9936;5000;-30;116538;732;-272;
"26741334";20120101;20121231;"12";39787;38561;22066;2205;2481;32355;5000;9904;51694;189;-1052;
"26741334";20110101;20111231;"12";10388;9909;;4131;5512;2961;2482;29782;879;568;-3900;
"26741334";20100101;20101231;"12";17284;16106;6;10762;7408;5659;;32446;41;84;2423;
"26741334";20090101;20091231;"12";21414;19688;;15210;11305;5361;;34398;;82;3072;
"26741334";20080101;20081231;"12";21113;20233;;12954;4790;5567;;36633;;;8058;
"27695115";20110701;20120630;"12";5176;5139;2670;-150;-2854;5326;;5528;24;;-1207;
"27695115";20100701;20110630;"12";6235;6199;2118;-2454;-1973;8689;;11299;;694;-1053;
"27695115";20090101;20100630;"18";5516;4805;3058;-1574;267;7090;;12739;;;-2088;
"27695115";20080101;20081231;"12";7078;5866;2603;713;-249;6365;;;;;581;
"48155853";20130101;20131231;"12";9372;8321;125;2150;1579;2811;;15563;799;;2;
"48155853";20120101;20121231;"12";11622;9874;1548;1818;1368;5460;;15441;;;746;
"48155853";20110101;20111231;"12";9444;8179;19;1604;665;3459;;15773;;;-527;
"48155853";20100101;20101231;"12";6773;5288;130;895;660;2213;;17459;;;355;
"48155853";20090101;20091231;"12";6851;5271;117;890;668;2112;;16294;;;548;
"48155853";20080101;20081231;"12";6856;4873;7;898;609;1998;;13951;;;50;
"25026364";20120101;20121231;"12";31055;27312;22820;-33797;-19846;42522;21386;16;18590;1935;-13915;
"25026364";20110101;20111231;"12";41447;32714;18138;-19745;-704;17361;21364;61;40755;;-15676;
"25026364";20100101;20101231;"12";51554;38816;22002;-603;39134;33103;17907;225;15992;;-40314;
"25026364";20090101;20091231;"12";73874;52830;17073;40234;13373;32369;;35976;223042;1;32939;
"25026364";20080101;20081231;"12";57199;42475;13411;14473;8550;41579;88;16373;95898;;5898;
"24308625";20130101;20131231;"12";8668;3146;;-6408;97;9905;;;15870;1611;-6660;
"24308625";20120101;20121231;"12";5364;920;;308;;2698;;1806;375;1361;138;
"26257254";20130101;20131231;"12";11802;163;;4059;-1573;56;;;475;;-421;
"26257254";20120101;20121231;"12";12111;164;;4827;-1381;63;;;580;;155;
"26257254";20110101;20111231;"12";12462;205;;5019;-1071;67;;;548;;38;
"26257254";20100101;20101231;"12";12769;284;;5329;-417;98;;;433;;-311;
"26257254";20090101;20091231;"12";13020;230;;5984;-89;22;;;129;;-59;
"26257254";20080101;20081231;"12";3201;285;;1311;-84;;;;;;-1;
"28531213";20130101;20131231;"12";27427;24485;17442;10220;8348;10456;4430;2125;53968;16;2452;
"28531213";20120101;20121231;"12";24396;21886;16612;8588;5000;10816;3927;2575;55683;;4668;
"28531213";20110101;20111231;"12";22249;19762;15286;5598;1689;10304;3098;2158;46869;126;5017;
"28531213";20100101;20101231;"12";18907;19072;15091;1992;112;13162;88;2049;45106;63;2631;
"28531213";20090305;20091231;"10";16803;17906;13818;340;;14803;256;1472;27639;;315;
"25435051";20130101;20131231;"12";3891;3506;705;1806;414;1776;;;3446;;1523;
"25435051";20120101;20121231;"12";2505;2120;475;646;192;1807;;;300;;276;
"25435051";20110101;20111231;"12";1542;1157;;424;11;1072;;;300;;275;
"25435051";20100101;20101231;"12";1982;1597;;233;-244;1738;;;300;;275;
"25435051";20090101;20091231;"12";1174;789;225;-36;-321;1210;;;100;;80;
"25435051";20080101;20081231;"12";554;169;;-120;-292;674;;;;;-21;
"16847407";20121201;20131130;"12";76252;54783;7768;57867;53977;13165;;10;91354;106;4052;
"16847407";20110101;20121130;"23";72260;47064;6220;54998;38332;11486;;24;173645;100;21431;
"16847407";20100101;20101231;"12";55003;27352;5791;38441;34369;11232;;18;83703;157;6815;
"16847407";20090101;20091231;"12";53152;35413;6475;34479;30691;10978;;24;82321;160;5957;
"16847407";20080101;20081231;"12";55068;41727;5239;30624;23986;17197;;38;114687;12;6190;
"25319442";20130101;20131231;"12";39148;10250;1720;11227;5339;7252;5386;149086;883;156;750;
"25319442";20120101;20121231;"12";41435;12846;1746;11328;5558;10441;4544;85570;1412;;464;
"25319442";20110101;20111231;"12";29044;10028;2220;11338;5426;9472;2055;97968;490;;409;
"25319442";20100101;20101231;"12";28863;9607;1496;11246;4736;8898;1374;90419;407;;1239;
"25319442";20090101;20091231;"12";34793;14840;1122;10544;3831;13653;3947;105485;344;1;1705;
"25319442";20080101;20081231;"12";30280;10573;667;9537;3642;9560;3690;101718;776;71;794;
"28676858";20100101;20101231;"12";553;668;245;109;-258;117;;1973;;;205;
"28676858";20090101;20091231;"12";627;367;;-59;-17;181;;1574;;;-211;
"28676858";20080929;20081231;" 4";165;275;;-263;;17;;446;26;;-459;
"29304318";20130101;20131231;"12";131;74;;126;;4;;;;;-83;
"01496379";20130101;20131231;"12";608;608;23;296;;312;;558;352;;143;
"01526723";20130101;20131231;"12";344;344;44;241;;63;;97;122;;61;
"48528048";20130101;20131231;"12";15438;9018;;9251;8865;364;;;14891;;968;
"48528048";20120101;20121231;"12";25150;18263;1208;9082;5250;7538;;109;47056;1400;5748;
"48528048";20110101;20111231;"12";14146;9576;468;4567;4243;9536;;;;;299;
"48528048";20100101;20101231;"12";14144;7368;360;5078;4597;9035;;140;;;534;
"48528048";20090101;20091231;"12";15056;6943;909;4839;4123;10165;;12;;;819;
"48528048";20080101;20081231;"12";13550;6345;;4466;3896;9041;;;;47;562;
"29459851";20130104;20131231;"12";1387;1366;;466;;921;;;1002;;-522;
"25843389";20130101;20131231;"12";161005;139109;35671;62286;31686;;;51;253263;994;27281;
"25843389";20120101;20121231;"12";141187;126246;28225;32615;65962;84052;11727;45;189914;893;-38545;
"25843389";20110101;20111231;"12";119053;100887;23876;66889;64750;31655;17480;112;148789;535;-5687;
"25843389";20100101;20101231;"12";122983;102474;23671;65675;61111;50871;5220;622;137577;368;496;
"25843389";20090101;20091231;"12";125746;99863;22598;62029;57635;52779;9435;159;129960;371;-7913;
"25843389";20080101;20081231;"12";132769;101479;30091;58550;52580;38086;34423;2688;130970;963;-10896;
"25735021";20120101;20121231;"12";12267;997;;12240;12069;5;;;6;;102;
"25735021";20110101;20111231;"12";12465;1401;;12431;11748;13;;;;;-308;
"25735021";20100101;20101231;"12";12163;1060;;12106;12331;57;;;;;-590;
"25735021";20090101;20091231;"12";14215;1791;;12691;11488;1500;;;;;-317;
"25735021";20080101;20081231;"12";14887;1478;;11849;10749;1513;;;;;-17;
"29313236";20140101;20141231;"12";181;181;;181;-9;;;;;;-8;
"29313236";20130101;20131231;"12";192;192;;192;-4;;;;;;-2;
"29313236";20120315;20121231;"10";196;196;;196;;;;;;;-3;
"28779291";20120101;20121231;"12";739;575;508;-1808;-1407;2547;;;443;;-597;
"28779291";20110101;20111231;"12";783;547;453;-1207;-587;1990;;;251;;-818;
"28779291";20100101;20101231;"12";771;468;389;-388;;1159;;;13;;-586;
"28330935";20120101;20121231;"12";1330;1330;162;-1868;-166;2526;;;8100;;-1734;
"28330935";20110101;20111231;"12";863;863;29;-116;;546;;;1192;;-159;
"28330935";20100101;20101231;"12";50;50;;50;;;;;;;;
"28330935";20090326;20091231;"10";50;50;;50;;;;;;;;
"29376688";20130101;20131231;"12";182;182;;182;-21;;;;33;;4;
"29376688";20121108;20121231;"2";179;179;;179;;;;;;;-21;
"24754544";20130101;20131231;"12";10391;3759;39;1668;589;4419;;99;10886;;796;
"24754544";20120101;20121231;"12";5373;1613;;1189;192;973;;21;10124;;804;
"24754544";20110101;20111231;"12";5207;2726;;491;;2540;;109;14925;;233;
"29364141";20130101;20131231;"12";552;476;106;-27;-82;579;;345;463;;-138;
"29364141";20120720;20121231;" 6";187;117;67;117;;70;;28;86;8;-77;
"00028410";20130101;20131231;"12";63963;41656;8551;60642;-3180;3321;;3468;54877;655;6014;
"00028410";20120101;20121231;"12";58300;34353;9744;54034;-3180;4266;;3040;43909;352;2681;
"00028410";20110101;20111231;"12";68255;42742;8607;65765;-3180;2490;;2718;50397;445;4272;
"00028410";20100101;20101231;"12";62669;35808;8417;59042;-3180;3627;;2999;51208;751;3689;
"00028410";20090101;20091231;"12";59202;30128;11099;55294;-3180;3908;;4140;47576;1229;-7595;
"00028410";20080101;20081231;"12";67707;37338;16613;63109;-3180;4598;;6201;63426;704;-3505;
"25435434";20130101;20131231;"12";11790;9256;;5044;2950;5391;;;51200;2988;2518;
"25435434";20120101;20121231;"12";12827;11613;;8317;5195;3939;;;47470;321;4000;
"25435434";20110101;20111231;"12";11229;9598;;7662;5195;2946;;;39399;;3235;
"25435434";20100101;20101231;"12";9421;8269;;6724;5195;2308;;2274;34196;;2248;
"25435434";20090101;20091231;"12";12592;11614;;9242;7119;2997;;97167;39286;6203;9248;
"25435434";20080101;20081231;"12";62631;61135;49344;7338;28629;50082;;303437;84833;3395;-5455;
"44004681";20120101;20121231;"12";54327;21443;16905;37664;38700;4035;861;7112;27367;2084;-2202;
"44004681";20110101;20111231;"12";58835;23833;17576;40298;42910;4651;755;9076;29569;2686;-3759;
"44004681";20100101;20101231;"12";63657;25962;20234;44535;52872;4185;1578;8226;31078;2204;-7395;
"44004681";20090101;20091231;"12";71041;29525;21840;54522;59135;2871;1578;10456;37237;2127;-6841;
"44004681";20080101;20081231;"12";82106;37090;26661;60811;58886;5239;1578;18034;46537;2829;178;
"26308011";20130101;20131231;"12";70965;61156;17675;36134;9400;31707;;81;204463;176;27421;
"26308011";20120101;20121231;"12";15398;8876;59;10061;7331;3697;;24014;3476;46;2893;
"26308011";20110101;20111231;"12";15700;8776;;11491;6893;1794;;25238;2829;2540;5077;
"26308011";20100101;20101231;"12";9970;7615;;7553;573;2417;;20648;;2051;8226;
"26308011";20090101;20091231;"12";2047;1855;;1204;-56;843;;1885;;;840;
"26308011";20080101;20081231;"12";543;112;;543;-61;;;;;;;
"00030431";20130101;20131231;"12";17703;14939;9547;16066;;1311;;720;21200;92;465;
"00030431";20120101;20121231;"12";17044;13971;9179;15701;;1243;;975;22494;106;245;
"00030431";20110101;20111231;"12";17433;13954;10323;15651;;1276;;1303;21312;247;-1283;
"00030431";20100101;20101231;"12";20132;15955;10759;17285;;1737;;1094;23011;275;-379;
"00030431";20090101;20091231;"12";20931;16814;10926;17701;;1370;;908;23625;130;523;
"00030431";20080101;20081231;"12";20993;16380;9605;17704;;1669;;1096;30701;172;-651;
"29444713";20130101;20131231;"12";12136;1975;;-220;-44;161;;;875;;-368;
"29444713";20120521;20121231;"8";156;156;;156;;;;;;;-43;
"29241081";20120101;20121231;"12";3623;3617;;3587;46;36;;;;;3342;
"29241081";20110101;20111231;"12";298;290;;251;50;27;;;;;1;
"29241081";20100913;20101231;" 4";288;278;;255;;13;;;77;;68;
"28055608";20110101;20111231;"12";50;45;;50;;;;;;;;
"28055608";20100101;20101231;"12";50;45;;50;;;;;;;;
"26005204";20130101;20131231;"12";6682;6393;30;3967;3444;966;1590;;25997;;404;
"26005204";20120101;20121231;"12";8156;7822;34;3663;3096;1056;;;;194;661;
"26005204";20110101;20111231;"12";7377;7366;;3316;3067;1141;;;;;225;
"26005204";20100101;20101231;"12";7830;7776;;3286;2657;1546;;;;;821;
"26005204";20090101;20091231;"12";6754;6653;;2877;2637;1522;;;;;330;
"60913037";20130101;20131231;"12";319355;120189;57345;230096;129571;18651;14788;19362;240257;3042;30384;
"60913037";20120101;20121231;"12";305315;127154;60298;208383;108380;24968;34407;13635;248186;4336;34802;
"60913037";20110101;20111231;"12";353323;144011;67527;185333;102625;42254;50117;15460;235801;4144;13186;
"60913037";20100101;20101231;"12";259525;131173;65364;182811;80120;28446;31372;18113;231078;6275;29081;
"60913037";20090101;20091231;"12";230246;110158;46450;157818;70834;28367;15898;15743;139401;52;19145;
"60913037";20080101;20081231;"12";195271;89023;34833;145497;59993;18925;10618;19422;133616;401;17523;
"27300072";20120101;20121231;"12";466;466;5;345;-1679;121;;9;1831;;17;
"27300072";20110101;20111231;"12";1489;1489;;321;-1947;1168;;;4876;;270;
"27300072";20100101;20101231;"12";106;98;;53;-1435;53;;6;281;;-491;
"27300072";20090101;20091231;"12";644;617;;566;-1436;;;;;;;
"27300072";20080101;20081231;"12";2114;2073;65;563;-1128;668;;;;;-103;
"29113474";20130101;20131231;"12";1271;1268;;1017;715;254;;;452;;138;
"29113474";20120101;20121231;"12";1185;1182;;916;705;269;;;898;;3;
"29113474";20110212;20111231;"11";2960;2958;;905;;2055;;;8964;;882;
"29299357";20120101;20121231;"12";631;631;333;200;-7;431;;761;984;;9;
"29299357";20111122;20111231;" 2";193;193;;193;;;;;;;-7;
"27911683";20130101;20131231;"12";211;211;;209;1;2;;;26;;15;
"27911683";20120101;20121231;"12";201;201;;201;;;;;281;;5;
"27911683";20110101;20111231;"12";200;200;;200;;;;;;;;
"27911683";20100101;20101231;"12";200;200;;200;;;;;;;;
"27911683";20090101;20091231;"12";200;200;;200;-1;;;;;;1;
"27911683";20080101;20081231;"12";200;200;;199;-1;1;;;;;;
"29106575";20130101;20131231;"12";3003;2348;299;-118;-124;3121;;;15051;;-237;
"29106575";20120101;20121231;"12";4743;4196;266;86;126;4552;;;20177;;-229;
"29106575";20110101;20111231;"12";4784;4076;89;337;-10;4348;;;22757;;129;
"29106575";20100823;20101231;"5";10195;195;;190;;10005;;;;;-8;
"28632346";20110101;20111231;"12";230;195;;187;;43;;;;;-13;
"28632346";20100814;20101231;"5";200;200;;200;;;;;;;;
"28948025";20130101;20131231;"12";8201;332;;227;21;52;;284;;;5;
"28948025";20120101;20121231;"12";8164;233;;226;-21;62;;;;;41;
"28948025";20110101;20111231;"12";7950;37;;178;-5;18;;;480;;-11;
