ICO;DAT_OD;DAT_DO;POC_MESICU;AKTIVACELK;OBEZNAA;Z;VLASTNIJM;HVML;KZ;KBU;TZPZ;TZPVVAS;ZCPIMM;PROVHOSPV;
"IÈ firmy";"Zaèátek období";"Konec období";"Poèet mìsícù úèetní závìrky";"Aktiva celkem - tis. Kè";"Obìžná aktiva - tis. Kè";"Zásoby - tis. Kè";"Vlastní kapitál - tis. Kè";"Výsledek hospodaøení minulých let - tis. Kè";"Krátkodobé závazky - tis. Kè";"Krátkodobé bankovní úvìry - tis. Kè";"Tržby za prodej zboží - tis. Kè";"Tržby za prodej vlastních výrobkù a služeb - tis. Kè";"Zùstatková cena prodaného dlouhodobého majetku a materiálu - tis. Kè";"Provozní výsledek hospodaøení - tis. Kè";
"40524604";20100101;20101228;"12";2456522;1002014;219801;573730;-465512;642350;213989;310946;3274952;65409;176610;
"40524604";20100101;20100831;"8";2382248;878607;197040;555626;-465512;693494;233203;211515;2070506;36789;94393;
"40524604";20090101;20091231;"12";2445655;823162;156507;437415;-168456;818781;219054;290647;2413244;36546;-235162;
"40524604";20080101;20081231;"12";2853775;1095373;142311;734743;113581;866786;221928;180680;2809909;119282;-172935;
"25458931";20130101;20131231;"12";2;2;;-22;-230;;;;;;;
"25458931";20120101;20121231;"12";2;2;;-19;-221;21;;;;;-5;
"25458931";20110101;20111231;"12";;;;-11;-217;11;;;;;;
"25458931";20100101;20101231;"12";;;;-8;-215;8;;;;;;
"25458931";20080101;20081231;"12";0;0;;-2;-210;2;;;;;;
"28602706";20130101;20131231;"12";3883;3681;2268;595;210;346;428;7422;1760;325;250;
"28602706";20120101;20121231;"12";3010;2594;1653;544;210;669;;7953;;;185;
"28602706";20110101;20111231;"12";2293;2278;1165;425;45;514;;5669;;;247;
"28602706";20100101;20101231;"12";789;761;333;249;25;432;;3987;;;36;
"28602706";20091008;20091231;"3";686;626;62;228;;358;;808;;;38;
"28094484";20120101;20121231;"12";69;69;;56;-138;13;;;;;-6;
"28094484";20110101;20111231;"12";75;75;;62;-131;13;;;;;-5;
"28094484";20100101;20101231;"12";82;82;;69;-13;13;;;;;-116;
"28094484";20090124;20091231;"12";200;200;;187;;13;;;;;-13;
"62303449";20130101;20131231;"12";23853;17930;12632;6364;4565;8694;5250;4431;26598;;1826;
"62303449";20120101;20121231;"12";20747;15353;11826;5685;4310;9055;3850;2069;20409;;978;
"62303449";20110101;20111231;"12";16156;11479;6201;4430;3782;8785;1273;4296;21045;8;1540;
"62303449";20100101;20101231;"12";13035;11301;3351;3902;2877;7279;972;1335;17404;;1710;
"62303449";20090101;20091231;"12";10127;9279;3222;2996;2028;6481;602;1577;15812;;1547;
"62303449";20080101;20081231;"12";9319;7060;2941;2148;1041;6489;;3166;20451;;1746;
"29378257";20130101;20131231;"12";37885;6179;;36993;1758;892;;;5539;;2063;
"29378257";20121201;20121231;"1";36846;3636;;35547;779;1299;;;4940;;1549;
"27530302";20130101;20131231;"12";16568;15160;6818;4632;3124;10502;930;13;42022;2;1413;
"27530302";20120101;20121231;"12";13557;11387;6309;3483;2033;6329;735;15;43426;97;1574;
"27530302";20110101;20111231;"12";14395;12734;6879;2263;767;8197;1020;13;35012;10;1473;
"27530302";20100101;20101231;"12";15543;14254;5352;987;748;8958;2443;;29562;;304;
"27530302";20090101;20091231;"12";9329;7289;2253;958;2944;4375;657;;26415;39;-1854;
"27530302";20080118;20081231;"12";10496;9983;942;3154;;6306;998;;30516;65;3696;
"28293428";20130101;20131231;"12";22176;17347;4809;167;-4793;17029;1477;858;51714;1653;-1485;
"28293428";20120101;20121231;"12";31618;23255;7942;366;-2546;25117;2692;717;41470;7659;-542;
"28293428";20110101;20111231;"12";38315;20188;8813;2613;-3715;21318;1752;846;42322;177;3482;
"28293428";20100101;20101231;"12";44155;23538;9683;1384;-4413;18390;1752;1095;55074;723;4264;
"28293428";20090101;20091231;"12";53467;31640;12577;648;557;24899;3252;2155;45365;3321;-1988;
"28293428";20080626;20081231;" 7";42788;24980;11923;2620;;5807;;;33241;1602;2407;
"28818300";20130101;20131231;"12";347;226;;200;-21;89;;43;162;;26;
"28818300";20120101;20121231;"12";345;194;3;180;-55;79;;184;129;;37;
"28818300";20110527;20111231;" 8";147;147;3;145;;2;;;15;;-55;
"25230425";20130101;20131231;"12";1313531;270670;206295;524164;94415;609964;45171;;3805393;3035;-49433;
"25230425";20120101;20121231;"12";1273105;397620;160983;631489;54684;445374;45847;;2964712;3991;63348;
"25230425";20110101;20111231;"12";1096054;397811;135517;591759;-10246;479511;18215;;2729744;5666;90440;
"25230425";20100101;20101231;"12";863712;161084;116109;496829;-122859;326062;17705;;2637862;6564;119081;
"25230425";20090101;20091231;"12";1004805;219407;135409;384216;-153596;557264;18703;;2244724;927;61497;
"25230425";20080101;20081231;"12";1034231;215995;185960;215278;154007;738258;18987;;1991991;3849;-250635;
"25949896";20130101;20131231;"12";167221;133945;4756;91119;44278;34897;;2503;232427;;30307;
"25949896";20120101;20121231;"12";127393;94263;3153;83175;44278;24762;;1327;192501;107;26758;
"25949896";20110101;20111231;"12";122211;92869;6148;76155;44278;27247;;1258;169584;6;18763;
"25949896";20100101;20101231;"12";133013;104436;6966;93938;66421;18415;;2194;142614;150;17132;
"25949896";20090101;20091231;"12";109251;76530;1430;79019;79944;10067;;2752;110438;;-12982;
"29446791";20130101;20131231;"12";2419;1853;;998;73;1024;;1985;2500;;;
"29446791";20120101;20121231;"12";2140;1649;11;293;;431;;1860;;;181;
"26924056";20130101;20131231;"12";13047;8132;3510;-22;367;8513;1500;18151;21607;;184;
"26924056";20120101;20121231;"12";9731;5700;2066;706;2729;6779;;26834;14089;87;-1795;
"26924056";20110101;20111231;"12";12497;6556;1798;3408;3080;5092;;27423;12377;;580;
"26924056";20100101;20101231;"12";9748;7760;2068;3590;2985;5848;;28086;11120;;703;
"26924056";20090101;20091231;"12";8219;5893;1893;4306;3128;3407;;20849;5239;;1326;
"26924056";20080101;20081231;"12";6970;5730;1368;4028;1354;2942;;30475;104;;3192;
"24272612";20130101;20131231;"12";97;97;;7;-15;;;;;;-175;
"24272612";20120101;20121231;"12";185;181;;185;;;;;;;-15;
"28768680";20130101;20131231;"12";1875;1871;;1286;948;589;;;1573;;150;
"28768680";20120101;20121231;"12";4761;4751;953;1168;973;2593;1000;2105;3403;;53;
"28768680";20110101;20111231;"12";7998;7947;314;1193;1311;5205;1600;19656;5878;441;-83;
"28768680";20100101;20101231;"12";27738;27096;3314;2331;1648;20407;5000;63676;3638;36;1052;
"28768680";20090521;20091231;"8";21417;20806;1832;2458;;18959;;34196;140;;2950;
"25273396";20130101;20131231;"12";96505;59083;23348;57152;27125;21087;11812;;158806;110;25244;
"25273396";20120101;20121231;"12";74819;38285;18206;39085;21864;11594;;805;129668;172;11749;
"25273396";20110101;20111231;"12";72221;33123;17062;33038;21408;9232;;845;91153;249;4662;
"25273396";20100101;20101231;"12";66854;27125;9095;29922;17133;10693;;2500;90921;9589;6604;
"25273396";20090101;20091231;"12";69184;18094;8969;25647;15571;7627;;6;66077;116;2598;
"25273396";20080101;20081231;"12";73209;20062;8013;24085;11849;8972;;74;87288;115;5049;
"27968251";20130101;20131231;"12";9158;8594;;7191;3243;1957;;;23628;;4437;
"27968251";20120101;20121231;"12";5891;5474;;4062;1824;1697;125;;19820;;2786;
"27968251";20110101;20111231;"12";3047;2759;;2044;1171;1000;;;11475;;854;
"27968251";20100101;20101231;"12";2201;1869;;1391;1337;594;;;8375;;10;
"27968251";20090101;20091231;"12";2491;2428;;1557;978;812;;;9084;;598;
"27968251";20080101;20081231;"12";2417;2377;;1198;270;841;;;9931;;1029;
"26873028";20130101;20131231;"12";12225;9167;4303;5788;5985;3205;;16439;;;15;
"26873028";20120101;20121231;"12";9741;8255;2605;6325;737;2513;;37209;1839;;7781;
"26873028";20110101;20111231;"12";11927;11228;3515;3357;2471;8127;;25855;166;60;966;
"26873028";20100101;20101231;"12";5839;4846;1379;2691;2170;1497;1160;21097;175;;979;
"26873028";20090101;20091231;"12";6163;5922;848;2390;1001;2863;479;15994;95;;1733;
"26873028";20080101;20081231;"12";4375;4093;1115;1220;281;1686;;13469;;;1171;
"29365082";20130101;20131231;"12";159254;53220;;132942;43534;9257;;;35989;;15023;
"29365082";20120719;20121231;" 6";151330;43727;;120066;32530;13956;;;24179;;12918;
"12665894";20080101;20081231;"12";205;205;;22;;183;;75;35;;-212;
"18503527";20130101;20131231;"12";456043;393152;7151;452678;;3365;;;23109;3636;-2026;
"18503527";20120101;20121231;"12";466084;396836;10202;460943;;5141;;3910;23984;219797;-5254;
"18503527";20110101;20111231;"12";501743;418427;201288;466143;;35250;;;319182;207494;29831;
"18503527";20100101;20101231;"12";469640;385924;195456;430772;;37727;;;552503;231532;11945;
"18503527";20090101;20091231;"12";465098;383065;164982;432013;;31688;;;452476;237619;63065;
"18503527";20080101;20081231;"12";429221;354638;218186;384071;;43191;;;282352;336388;75800;
"28750471";20130101;20131231;"12";1124;1124;;1294;;-170;;123;;;1194;
"28750471";20120101;20121231;"12";1191691;1191691;;1121068;;70623;;;7728989;;1021002;
"28750471";20111201;20111231;" 1";330991;330991;;292413;;38578;;;192888;;192412;
"44378653";20130101;20131231;"12";166842;43439;6476;31282;;26623;20953;653;187031;;1328;
"44378653";20120101;20121231;"12";158134;34539;4159;38681;;22454;22177;;170248;;1578;
"49445553";20130101;20131231;"12";387552;195455;52790;310735;-241454;72335;;590239;90071;3741;-16870;
"49445553";20120101;20121231;"12";406107;206735;45302;323111;-243054;80470;;629836;77565;5049;-5635;
"49445553";20110101;20111231;"12";392556;187133;68222;106310;-244154;67873;;643358;89112;16900;11549;
"49445553";20100101;20101231;"12";442246;222529;72883;105106;-237393;41727;;785807;152856;14551;-2170;
"49445553";20090101;20091231;"12";476417;246424;91519;-48133;-104478;523370;;918088;211920;18165;-128597;
"49445553";20080101;20081231;"12";628411;390857;108592;84782;-4127;348767;36000;1268047;23784;189;-97290;
"29106206";20130101;20131231;"12";15633;15416;167;332;191;14579;;;177;;-1261;
"29106206";20120101;20121231;"12";22520;22240;167;7063;8156;13043;;2024;34872;6650;-1550;
"49681311";20130101;20131231;"12";2379417;929946;205521;1108769;626733;927731;261691;35637;4452503;61869;43517;
"49681311";20120101;20121231;"12";2131009;660258;176247;1078996;580074;804010;155595;74117;3887551;75784;153486;
"49681311";20110101;20111231;"12";2519667;810905;176822;1032334;551603;766520;101968;87610;3384383;9433;88464;
"49681311";20100101;20101231;"12";1725650;722833;74178;806303;313008;375710;40265;6684;1743354;2994;25603;
"49681311";20090101;20091231;"12";1714853;684773;69190;765049;293444;417693;;8976;1516442;10733;43053;
"49681311";20080101;20081231;"12";850302;337080;41676;611905;326042;217039;;2768;1563324;6446;11609;
"29298971";20120101;20121231;"12";2479;2479;545;-688;-50;3157;;12488;642;;-1042;
"29298971";20111123;20111231;" 2";675;675;;450;;34;;;;;-49;
"25193716";20130101;20131231;"12";6713;6713;;3763;3382;2869;;;19040;;486;
"25193716";20120101;20121231;"12";6982;6982;;3491;2878;3029;;;19883;;662;
"25193716";20110101;20111231;"12";5743;5704;;2988;2271;2568;;;18967;;788;
"25193716";20100101;20101231;"12";4138;4078;;2382;1416;1756;;;16271;;1081;
"25193716";20090101;20091231;"12";2604;2544;;1526;978;983;;;5277;;555;
"49435426";20130101;20131231;"12";124352;67469;27605;116430;106935;5539;1605;;104059;361;8887;
"49435426";20120101;20121231;"12";124733;62668;28213;112469;104205;9195;2004;;100140;425;11928;
"49435426";20110101;20111231;"12";120821;64401;23132;112010;101092;5269;2867;;101120;260;11874;
"49435426";20100101;20101231;"12";123878;66431;18557;105096;94183;6993;3000;;90702;1066;15332;
"49435426";20090101;20091231;"12";114466;55148;19367;94543;86483;5652;;;76255;1577;11348;
"49435426";20080101;20081231;"12";125218;59427;22258;86844;83861;8956;9710;;93521;990;5613;
"28267222";20130101;20131231;"12";181;181;;181;-10;;;;;;-7;
"28267222";20120101;20121231;"12";197;197;;190;-2;7;;;;;-7;
"28267222";20110101;20111231;"12";198;198;;198;-2;;;;;;;
"28267222";20100101;20101231;"12";198;198;;198;-2;;;;;;;
"28267222";20090101;20091231;"12";198;198;;198;-2;;;;;;;
"28643003";20110101;20111231;"12";307;307;126;290;42;17;;133;400;;51;
"28643003";20101206;20101231;"1";266;266;48;242;;24;;;112;;52;
"27332047";20120101;20121231;"12";3303;3216;1048;1346;1407;1497;;;16777;;-179;
"27332047";20110101;20111231;"12";2779;2559;897;1617;23;954;;;15964;324;1764;
"27332047";20100101;20101231;"12";2252;2054;786;233;1093;1995;;;16257;;-1042;
"27332047";20090101;20091231;"12";2984;2678;726;1302;674;1482;;;20785;306;770;
"27332047";20080101;20081231;"12";3259;2552;339;884;1068;2354;;311;;;-364;
"25138341";20130101;20131231;"12";5748;912;93;-22150;-26006;9365;;18;3;91;-1339;
"25138341";20120101;20121231;"12";7484;2153;216;-20388;-19345;9331;;729;1922;273;-6740;
"25138341";20110101;20111231;"12";15238;9153;2501;-13730;-12607;9980;;6194;18950;;-6485;
"25138341";20100101;20101231;"12";17460;10863;3334;-6992;-7124;5598;;12715;27950;;-4878;
"25138341";20090101;20091231;"12";20344;13492;3585;-1509;-4151;3508;;15730;29751;;-2506;
"25138341";20080101;20081231;"12";24291;16800;3517;1464;-2727;5130;;20224;36634;;-1300;
"28120272";20130101;20131231;"12";6113;4829;2450;2648;1549;3220;245;1284;8308;;1118;
"28120272";20120101;20121231;"12";4791;3952;1421;1769;665;2660;362;3783;8346;;1154;
"28120272";20110101;20111231;"12";3207;2265;1125;884;127;1732;591;1621;8800;;707;
"28120272";20100409;20101231;"9";1494;1453;738;368;;1126;;409;5008;;188;
"10559655";20130101;20131231;"12";101974;30364;5782;88323;;10875;;4041;78898;2203;6696;
"10559655";20120101;20121231;"12";94801;34945;6194;83216;;9119;;3059;73566;2089;8453;
"10559655";20110101;20111231;"12";84314;35719;4532;76698;;5515;;3210;64138;1796;4584;
"10559655";20100101;20101231;"12";81681;34048;4640;74905;;5074;;2764;61698;1590;3878;
"10559655";20090101;20091231;"12";78026;25017;3973;72166;;4638;;2098;67888;2133;12532;
"10559655";20080101;20081231;"12";67219;15131;4032;62100;;3915;;2069;69090;2763;11349;
"28585887";20130101;20131231;"12";8812;5178;299;4469;2067;2081;;862;22319;;2758;
"28585887";20120101;20121231;"12";15027;11104;239;9220;7062;2817;;;25968;;2488;
"28585887";20110101;20111231;"12";10351;9144;206;7282;3298;2957;;;23011;;4583;
"28585887";20100101;20101231;"12";5813;4811;184;3519;1083;2280;;;19158;;2779;
"28585887";20090520;20091231;"8";4070;3992;;1303;;2767;;;7812;;1388;
"13606115";20130101;20131231;"12";850;738;238;-43;;709;;58;3677;;-390;
"13606115";20120101;20121231;"12";1127;772;331;371;;505;50;39;4674;;45;
"13606115";20110101;20111231;"12";1651;1052;359;576;;533;290;19;5178;;207;
"13606115";20100101;20101231;"12";1976;1223;464;761;;574;111;121;5855;;377;
"13606115";20090101;20091231;"12";2055;1060;406;825;;480;48;4375;344;;241;
"00116700";20130101;20131231;"12";97656;48536;21994;89390;-1142;1163;;;33178;292;67;
"00116700";20120101;20121231;"12";95715;48220;22165;80759;-1142;1207;;;37784;67;3358;
"00116700";20110101;20111231;"12";93911;50586;25309;78163;-1142;1693;;;38854;283;5802;
"00116700";20100101;20101231;"12";85937;45937;28464;73009;-1142;1597;;;23812;23;-899;
"00116700";20090101;20091231;"12";86631;46903;24375;73765;-1142;964;;;28458;33;-2153;
"00116700";20080101;20081231;"12";89068;50607;27767;76213;-1142;1147;;;29506;942;5980;
"25048171";20120101;20121231;"12";98810;27951;;58051;58079;25008;;7276;29782;6512;385;
"25048171";20110101;20111231;"12";104507;28605;;58299;56860;28737;;3015;52555;3191;2141;
"25048171";20100101;20101231;"12";108267;27147;;57079;45764;29658;;537;33958;4326;-2771;
"25048171";20090101;20091231;"12";103749;39558;;45985;23211;34050;;2583;41299;-1474;13274;
"25048171";20080101;20081231;"12";89360;31994;;23331;4456;34345;;4071;32663;4151;11822;
"45192448";20130101;20131231;"12";17358;13721;8933;11178;-9887;6091;;;;;615;
"45192448";20120101;20121231;"12";17618;13476;8727;10967;-7321;6562;;30;;;-2099;
"45192448";20110101;20111231;"12";22153;17331;9272;13536;-7066;6832;;;13202;;170;
"45192448";20100101;20101231;"12";22879;17250;9323;13789;-5174;7305;;2;15561;;-1531;
"45192448";20090101;20091231;"12";26232;19746;10376;15680;-607;8308;460;96;29603;;-5857;
"45192448";20080101;20081231;"12";33835;26535;17284;20210;;12042;1487;475;34972;2;-1704;
"41539770";20120101;20121231;"12";3153;1707;907;511;366;2013;629;;5933;;113;
"41539770";20110101;20111231;"12";2470;1234;347;521;375;1294;655;;5679;;111;
"41539770";20100101;20101231;"12";2060;1505;490;529;358;971;560;;5959;;137;
"41539770";20090101;20091231;"12";1461;1461;424;512;328;649;300;;5642;;143;
"41539770";20080101;20081231;"12";1501;1496;944;482;242;565;454;;5936;;179;
"29362555";20130101;20131231;"12";2649;2631;1268;1523;484;855;271;9392;24;863;1018;
"29362555";20120702;20121231;" 6";1240;1238;332;694;;546;;2931;;57;620;
"26960451";20130101;20131231;"12";13041;11990;4650;2320;1333;9492;;104701;;51;-1769;
"26960451";20120101;20121231;"12";13764;13657;3477;5083;605;7284;;75911;;101;1661;
"26960451";20110101;20111231;"12";7549;5377;406;2476;-119;2060;;34551;;;981;
"26960451";20100101;20101231;"12";276;276;;92;-28;;;;;;-25;
"26960451";20090101;20091231;"12";1196;1034;;181;-11;243;99;;1531;;35;
"26960451";20080101;20081231;"12";841;699;;199;-31;146;;;;;23;
"47239484";20130101;20131231;"12";37261;32992;1206;8604;7295;24837;3820;;33063;355;929;
"47239484";20120101;20121231;"12";35454;29936;1647;8133;6683;23628;3413;;52599;;1172;
"47239484";20110101;20111231;"12";19395;12761;131;7520;4749;9832;935;;50993;6;2710;
"47239484";20100101;20101231;"12";12962;5996;1421;5587;3942;5136;903;;54378;;1313;
"47239484";20090101;20091231;"12";17662;12513;2420;4780;1854;12437;;;68486;;2753;
"47239484";20080101;20081231;"12";9504;6527;2583;2692;1673;6005;;;42761;;452;
"29125561";20130101;20131231;"12";200;200;;200;;;;;;;;
"29125561";20120417;20121231;"9";200;200;;200;;;;;;;;
"28123450";20130101;20131231;"12";23212;6118;4421;8233;4084;3970;4950;18493;173;;2073;
"28123450";20110101;20111231;"12";4955;4955;3265;2250;599;2705;;16637;168;;1608;
"28123450";20100611;20101231;"7";3266;3266;2216;949;;2317;;7701;53;;926;
"26030110";20130101;20131231;"12";58005;60377;25936;38162;14457;6761;9984;71961;219;189;9454;
"26030110";20120101;20121231;"12";41492;38518;15482;31097;8027;3780;2796;59202;33;41;9766;
"26030110";20120101;20120101;"1";32394;29591;14471;23628;8028;2707;5001;;;;;
"26030110";20110101;20111231;"12";53653;29612;14471;34460;12130;2707;5000;41869;885;131;8652;
"26030110";20100101;20101231;"12";32699;21183;9626;27729;9121;3119;;35360;279;70;4231;
"26030110";20090101;20091231;"12";30795;19246;7757;24722;9403;1498;2114;26368;101;;-13;
"26030110";20080101;20081231;"12";38198;24638;11892;25003;5874;4382;3694;34211;128;;4916;
"10615164";20080101;20081231;"12";30870;13460;1589;31393;;-612;;871;30320;;6201;
"27660702";20090101;20091231;"12";3653;3498;683;-5671;-2817;5902;;37986;;;-4913;
"27660702";20080101;20081231;"12";10931;10783;1887;-2618;-74;9597;;72334;108;1042;-1762;
"29303401";20120101;20121231;"12";1151;1131;;265;;886;;;3629;;70;
"28847342";20130101;20131231;"12";6068;4130;;-1039;-2160;1739;;;;;1123;
"28847342";20120413;20121231;" 9";1170;1073;;-1960;;592;;;1533;;-2145;
"25945017";20130101;20131231;"12";412116;312382;68721;259886;177726;43485;5366;38953;448707;2485;99414;
"25945017";20120101;20121231;"12";355509;256584;53329;208781;177296;33116;5110;34818;425950;1007;33494;
"25945017";20110101;20111231;"12";321166;222536;60109;212473;156632;73097;5374;32242;420372;4336;63779;
"25945017";20100101;20101231;"12";266498;182500;47919;167828;115976;78670;;20724;375804;1259;62223;
"25945017";20090101;20091231;"12";242372;158110;41805;180734;147144;39838;1800;18299;288141;2935;37720;
"25945017";20080101;20081231;"12";234938;148681;63720;186813;154677;22725;3600;22983;337389;820;40866;
"25815491";20120101;20121231;"12";27752;20038;8113;5187;4845;16657;3671;15;50397;;-799;
"25815491";20110101;20111231;"12";31052;23344;10215;8274;6100;19102;;1421;64010;186;-977;
"25815491";20100101;20101231;"12";27336;18529;8267;9530;13690;17806;;6125;51755;167;-7527;
"25815491";20090101;20091231;"12";32069;21821;6923;17127;20610;14942;;5;59844;266;-6762;
"25815491";20080101;20081231;"12";38532;26669;7990;24208;18101;14234;;;88358;330;3405;
"25583824";20110101;20111231;"12";57180;13049;4928;23325;17525;8530;1500;;33934;;7251;
"25583824";20100101;20101231;"12";55805;10910;2358;17637;14391;6217;1500;;30141;;4184;
"25583824";20090101;20091231;"12";54942;9889;2620;14501;13296;5481;;789;17674;;1602;
